School,Year,Month,Amount
"Quincy, Josiah Upper School",2016,9,67136
"Quincy, Josiah Upper School",2013,11,21748.28
"Quincy, Josiah Upper School",2013,12,6933.97
"Quincy, Josiah Upper School",2015,9,24093.65
"Quincy, Josiah Upper School",2014,12,3205.08
"Quincy, Josiah Upper School",2014,3,73806.22
"Quincy, Josiah Upper School",2015,1,38598
"Quincy, Josiah Upper School",2015,8,365.36
"Quincy, Josiah Upper School",2012,7,69728
"Quincy, Josiah Upper School",2013,6,6890.5
"Quincy, Josiah Upper School",2013,10,12314.66
"Quincy, Josiah Upper School",2014,1,5360
Higginson Elementary School,2014,4,1567.4
Higginson Elementary School,2016,11,9272.78
Higginson Elementary School,2014,2,2475.02
Higginson Elementary School,2016,8,891.52
Higginson Elementary School,2016,1,49.02
Higginson Elementary School,2016,7,5743.3
Higginson Elementary School,2017,7,10237
Higginson Elementary School,2015,6,9334.04
Higginson Elementary School,2016,10,8596.88
Higginson Elementary School,2016,4,1264.73
Higginson Elementary School,2015,12,4410
Higginson Elementary School,2015,2,1260
Higginson Elementary School,2016,6,1553.45
Higginson Elementary School,2014,5,1910.27
Higginson Elementary School,2015,5,27315.51
Higginson Elementary School,2015,4,3360
Higginson Elementary School,2015,3,5720.1
Higginson Elementary School,2016,5,8006.97
Higginson Elementary School,2016,12,115.42
Higginson Elementary School,2014,6,3150
Higginson Elementary School,2017,8,487.43
Higginson Elementary School,2015,10,3321.78
Higginson Elementary School,2015,9,472
Higginson Elementary School,2014,3,7648.15
Higginson Elementary School,2015,1,1680
Higginson Elementary School,2014,1,8239.12
"Tobin, Maurice J. K-8",2012,9,16370.05
"Tobin, Maurice J. K-8",2014,4,6347.27
"Tobin, Maurice J. K-8",2016,11,2355.2
"Tobin, Maurice J. K-8",2013,3,897.54
"Tobin, Maurice J. K-8",2014,2,183.92
"Tobin, Maurice J. K-8",2014,10,3494.82
"Tobin, Maurice J. K-8",2016,1,3662.5
"Tobin, Maurice J. K-8",2014,11,4900
"Tobin, Maurice J. K-8",2012,3,3005.7
"Tobin, Maurice J. K-8",2013,4,12651.06
"Tobin, Maurice J. K-8",2012,1,2699.99
"Tobin, Maurice J. K-8",2017,7,3313.14
"Tobin, Maurice J. K-8",2016,2,366.02
"Tobin, Maurice J. K-8",2016,3,30946.53
"Tobin, Maurice J. K-8",2012,5,3691.68
"Tobin, Maurice J. K-8",2016,10,7166.91
"Tobin, Maurice J. K-8",2015,7,2737.95
"Tobin, Maurice J. K-8",2016,4,20253.52
"Tobin, Maurice J. K-8",2012,11,11048.82
"Tobin, Maurice J. K-8",2015,12,9.82
"Tobin, Maurice J. K-8",2013,2,5574.22
"Tobin, Maurice J. K-8",2012,2,5368.26
"Tobin, Maurice J. K-8",2015,2,2595
"Tobin, Maurice J. K-8",2012,8,1469.86
"Tobin, Maurice J. K-8",2015,11,817.53
"Tobin, Maurice J. K-8",2012,4,3133.53
"Tobin, Maurice J. K-8",2013,5,9071.32
"Tobin, Maurice J. K-8",2014,8,1372.7
"Tobin, Maurice J. K-8",2013,1,5977.85
"Tobin, Maurice J. K-8",2016,6,10826.84
"Tobin, Maurice J. K-8",2012,12,4866.86
"Tobin, Maurice J. K-8",2014,5,5412.62
"Tobin, Maurice J. K-8",2015,4,1256.75
"Tobin, Maurice J. K-8",2015,3,30271.76
"Tobin, Maurice J. K-8",2012,6,8350.45
"Tobin, Maurice J. K-8",2014,7,19112.24
"Tobin, Maurice J. K-8",2016,5,8591.19
"Tobin, Maurice J. K-8",2016,12,10308.05
"Tobin, Maurice J. K-8",2012,10,8408.16
"Tobin, Maurice J. K-8",2014,6,1622.18
"Tobin, Maurice J. K-8",2017,8,2320.99
"Tobin, Maurice J. K-8",2015,10,5576.35
"Tobin, Maurice J. K-8",2016,9,2575
"Tobin, Maurice J. K-8",2013,11,479.49
"Tobin, Maurice J. K-8",2013,12,4974.62
"Tobin, Maurice J. K-8",2015,9,19668.37
"Tobin, Maurice J. K-8",2014,12,1119.13
"Tobin, Maurice J. K-8",2014,3,7031.48
"Tobin, Maurice J. K-8",2015,1,4008.61
"Tobin, Maurice J. K-8",2015,8,4690.24
"Tobin, Maurice J. K-8",2012,7,1619.98
"Tobin, Maurice J. K-8",2013,6,6012.6
"Tobin, Maurice J. K-8",2014,9,1840.6
"Tobin, Maurice J. K-8",2013,10,7461.97
"Tobin, Maurice J. K-8",2014,1,5494.05
UP Academy Holland,2016,7,23744.29
UP Academy Holland,2016,10,500000
UP Academy Holland,2015,4,371998
UP Academy Holland,2015,3,293838
UP Academy Holland,2016,5,277221
UP Academy Holland,2015,10,114649
"Hernandez, Rafael K-8",2012,9,1714.96
"Hernandez, Rafael K-8",2014,4,1262.7
"Hernandez, Rafael K-8",2013,7,768.55
"Hernandez, Rafael K-8",2016,11,2134.78
"Hernandez, Rafael K-8",2013,3,3232.03
"Hernandez, Rafael K-8",2014,2,2771.02
"Hernandez, Rafael K-8",2014,10,1373.53
"Hernandez, Rafael K-8",2016,8,133.91
"Hernandez, Rafael K-8",2016,1,626.38
"Hernandez, Rafael K-8",2014,11,1146.91
"Hernandez, Rafael K-8",2012,3,1415.5
"Hernandez, Rafael K-8",2016,7,1722.39
"Hernandez, Rafael K-8",2013,4,1372.6
"Hernandez, Rafael K-8",2017,7,12865.84
"Hernandez, Rafael K-8",2015,6,12463.73
"Hernandez, Rafael K-8",2016,2,1516.51
"Hernandez, Rafael K-8",2016,3,6078.05
"Hernandez, Rafael K-8",2012,5,10804.59
"Hernandez, Rafael K-8",2016,10,5571.56
"Hernandez, Rafael K-8",2015,7,30107.96
"Hernandez, Rafael K-8",2016,4,3196.41
"Hernandez, Rafael K-8",2012,11,2638.4
"Hernandez, Rafael K-8",2015,12,4500.61
"Hernandez, Rafael K-8",2013,2,139.93
"Hernandez, Rafael K-8",2012,2,808.2
"Hernandez, Rafael K-8",2015,11,4338.25
"Hernandez, Rafael K-8",2012,4,2228.63
"Hernandez, Rafael K-8",2013,5,9244.94
"Hernandez, Rafael K-8",2014,8,2028.31
"Hernandez, Rafael K-8",2016,6,9944.55
"Hernandez, Rafael K-8",2012,12,769.59
"Hernandez, Rafael K-8",2014,5,4402.88
"Hernandez, Rafael K-8",2015,5,547.94
"Hernandez, Rafael K-8",2015,4,660.8
"Hernandez, Rafael K-8",2015,3,1351.27
"Hernandez, Rafael K-8",2012,6,8171.29
"Hernandez, Rafael K-8",2014,7,6602.16
"Hernandez, Rafael K-8",2016,5,1071.93
"Hernandez, Rafael K-8",2016,12,3512.26
"Hernandez, Rafael K-8",2012,10,697.29
"Hernandez, Rafael K-8",2014,6,2215.6
"Hernandez, Rafael K-8",2017,8,2503.34
"Hernandez, Rafael K-8",2015,10,1767
"Hernandez, Rafael K-8",2016,9,2296.23
"Hernandez, Rafael K-8",2015,9,6806.05
"Hernandez, Rafael K-8",2014,12,2288.82
"Hernandez, Rafael K-8",2014,3,3520.6
"Hernandez, Rafael K-8",2015,8,3069.13
"Hernandez, Rafael K-8",2012,7,234.47
"Hernandez, Rafael K-8",2013,6,14037.5
"Hernandez, Rafael K-8",2014,9,8162.02
"Hernandez, Rafael K-8",2014,1,1402.47
Mather Elementary School,2013,7,3502.8
Mather Elementary School,2016,11,1361.48
Mather Elementary School,2013,3,4164.15
Mather Elementary School,2014,2,1298.56
Mather Elementary School,2014,10,849.61
Mather Elementary School,2016,1,3437
Mather Elementary School,2014,11,1698.9
Mather Elementary School,2012,3,7498.69
Mather Elementary School,2016,7,2029.41
Mather Elementary School,2013,4,99.99
Mather Elementary School,2017,7,1503.77
Mather Elementary School,2015,6,6074.32
Mather Elementary School,2016,2,3155.46
Mather Elementary School,2016,3,3877.48
Mather Elementary School,2012,5,9940.9
Mather Elementary School,2016,10,15178.12
Mather Elementary School,2015,7,955
Mather Elementary School,2016,4,13116.17
Mather Elementary School,2012,11,844.25
Mather Elementary School,2015,12,1138.86
Mather Elementary School,2013,2,1149.03
Mather Elementary School,2012,2,2486.2
Mather Elementary School,2015,2,4171.41
Mather Elementary School,2012,8,1148.8
Mather Elementary School,2015,11,1111.54
Mather Elementary School,2012,4,1167.6
Mather Elementary School,2013,5,3543.42
Mather Elementary School,2014,8,1211.49
Mather Elementary School,2016,6,1439.63
Mather Elementary School,2012,12,3715.15
Mather Elementary School,2015,5,2036.95
Mather Elementary School,2015,4,165.9
Mather Elementary School,2015,3,1278.38
Mather Elementary School,2012,6,65.22
Mather Elementary School,2014,7,2863.5
Mather Elementary School,2016,5,2358.16
Mather Elementary School,2016,12,3138
Mather Elementary School,2014,6,852.25
Mather Elementary School,2017,8,4054.43
Mather Elementary School,2015,10,2918.74
Mather Elementary School,2013,11,1048.64
Mather Elementary School,2014,12,1649.31
Mather Elementary School,2014,3,12297.38
Mather Elementary School,2015,1,1717.47
Mather Elementary School,2013,6,603.86
Mather Elementary School,2014,9,13.29
Mather Elementary School,2014,1,5207.62
"Haley K - 8, Dennis",2012,9,3430.07
"Haley K - 8, Dennis",2014,4,10103.75
"Haley K - 8, Dennis",2013,7,4604.24
"Haley K - 8, Dennis",2016,11,16837.88
"Haley K - 8, Dennis",2013,3,16030.95
"Haley K - 8, Dennis",2014,2,27243.51
"Haley K - 8, Dennis",2014,10,7524.83
"Haley K - 8, Dennis",2016,8,1490.11
"Haley K - 8, Dennis",2016,1,1822.36
"Haley K - 8, Dennis",2014,11,18393.72
"Haley K - 8, Dennis",2012,3,22233.45
"Haley K - 8, Dennis",2016,7,279.5
"Haley K - 8, Dennis",2013,4,35456.47
"Haley K - 8, Dennis",2012,1,19596.7
"Haley K - 8, Dennis",2017,7,375.65
"Haley K - 8, Dennis",2015,6,5307.49
"Haley K - 8, Dennis",2016,2,11310.07
"Haley K - 8, Dennis",2016,3,3843.5
"Haley K - 8, Dennis",2012,5,29938.61
"Haley K - 8, Dennis",2016,10,18627.61
"Haley K - 8, Dennis",2015,7,34222.7
"Haley K - 8, Dennis",2016,4,13684.58
"Haley K - 8, Dennis",2012,11,43253.61
"Haley K - 8, Dennis",2013,9,2752.16
"Haley K - 8, Dennis",2015,12,10868.68
"Haley K - 8, Dennis",2013,2,14572.99
"Haley K - 8, Dennis",2012,2,14030.77
"Haley K - 8, Dennis",2015,2,2521.19
"Haley K - 8, Dennis",2012,8,4582.64
"Haley K - 8, Dennis",2015,11,17442.74
"Haley K - 8, Dennis",2012,4,12037.4
"Haley K - 8, Dennis",2013,5,16460.5
"Haley K - 8, Dennis",2014,8,4787.2
"Haley K - 8, Dennis",2013,1,14900.33
"Haley K - 8, Dennis",2016,6,40656.59
"Haley K - 8, Dennis",2012,12,16749.71
"Haley K - 8, Dennis",2014,5,6408.4
"Haley K - 8, Dennis",2015,5,17083.81
"Haley K - 8, Dennis",2015,4,984.61
"Haley K - 8, Dennis",2015,3,3112.45
"Haley K - 8, Dennis",2012,6,15742.88
"Haley K - 8, Dennis",2013,8,2772.92
"Haley K - 8, Dennis",2014,7,9090.02
"Haley K - 8, Dennis",2016,5,41901.47
"Haley K - 8, Dennis",2016,12,12424.99
"Haley K - 8, Dennis",2012,10,28484.69
"Haley K - 8, Dennis",2014,6,7093.06
"Haley K - 8, Dennis",2017,8,6567.5
"Haley K - 8, Dennis",2015,10,6171.05
"Haley K - 8, Dennis",2016,9,1258.77
"Haley K - 8, Dennis",2013,11,38355.15
"Haley K - 8, Dennis",2013,12,11140.21
"Haley K - 8, Dennis",2015,9,6358.02
"Haley K - 8, Dennis",2014,12,20666.24
"Haley K - 8, Dennis",2014,3,7377.26
"Haley K - 8, Dennis",2015,1,3186.84
"Haley K - 8, Dennis",2015,8,1507.27
"Haley K - 8, Dennis",2012,7,14377
"Haley K - 8, Dennis",2013,6,3464.89
"Haley K - 8, Dennis",2014,9,2279.64
"Haley K - 8, Dennis",2013,10,1621.29
"Haley K - 8, Dennis",2014,1,13887.97
"Adams, Samuel Elementary School",2016,11,6308.12
"Adams, Samuel Elementary School",2013,3,8416.32
"Adams, Samuel Elementary School",2014,2,15702.58
"Adams, Samuel Elementary School",2014,10,812.95
"Adams, Samuel Elementary School",2016,1,402.5
"Adams, Samuel Elementary School",2014,11,410.25
"Adams, Samuel Elementary School",2012,3,11079.49
"Adams, Samuel Elementary School",2013,4,248.66
"Adams, Samuel Elementary School",2017,7,6064.42
"Adams, Samuel Elementary School",2015,6,159.06
"Adams, Samuel Elementary School",2016,2,402.5
"Adams, Samuel Elementary School",2016,3,10822.03
"Adams, Samuel Elementary School",2012,5,3527.61
"Adams, Samuel Elementary School",2016,10,1424.24
"Adams, Samuel Elementary School",2015,7,7024.65
"Adams, Samuel Elementary School",2016,4,2714.9
"Adams, Samuel Elementary School",2012,11,992.02
"Adams, Samuel Elementary School",2015,12,3610.62
"Adams, Samuel Elementary School",2013,2,1339.85
"Adams, Samuel Elementary School",2012,2,8502.69
"Adams, Samuel Elementary School",2015,2,1158.3
"Adams, Samuel Elementary School",2015,11,1771.47
"Adams, Samuel Elementary School",2012,4,1406.1
"Adams, Samuel Elementary School",2013,5,17140.15
"Adams, Samuel Elementary School",2014,8,920
"Adams, Samuel Elementary School",2013,1,10835.73
"Adams, Samuel Elementary School",2016,6,4487.86
"Adams, Samuel Elementary School",2012,12,6069.41
"Adams, Samuel Elementary School",2014,5,11779.34
"Adams, Samuel Elementary School",2015,5,14520.6
"Adams, Samuel Elementary School",2015,4,11999.65
"Adams, Samuel Elementary School",2015,3,1462.5
"Adams, Samuel Elementary School",2012,6,7191.4
"Adams, Samuel Elementary School",2016,5,9402.8
"Adams, Samuel Elementary School",2016,12,34900.9
"Adams, Samuel Elementary School",2012,10,3061
"Adams, Samuel Elementary School",2014,6,7999.6
"Adams, Samuel Elementary School",2017,8,2610
"Adams, Samuel Elementary School",2015,10,6812.64
"Adams, Samuel Elementary School",2016,9,1207.5
"Adams, Samuel Elementary School",2013,11,706.34
"Adams, Samuel Elementary School",2013,12,3176.45
"Adams, Samuel Elementary School",2015,9,4788.96
"Adams, Samuel Elementary School",2014,12,5444.87
"Adams, Samuel Elementary School",2014,3,8516.42
"Adams, Samuel Elementary School",2015,1,2700.14
"Adams, Samuel Elementary School",2015,8,280
"Adams, Samuel Elementary School",2012,7,260.61
"Adams, Samuel Elementary School",2013,6,3494
"Adams, Samuel Elementary School",2014,9,1355.94
"Adams, Samuel Elementary School",2013,10,3259.95
"Adams, Samuel Elementary School",2014,1,4860.22
New Mission High School,2012,9,57381.72
New Mission High School,2014,4,8800
New Mission High School,2013,7,3820.3
New Mission High School,2013,3,24367.38
New Mission High School,2014,2,12800
New Mission High School,2016,8,808.65
New Mission High School,2012,3,1579
New Mission High School,2016,7,3843.6
New Mission High School,2013,4,36963.34
New Mission High School,2012,1,1900
New Mission High School,2017,7,4425
New Mission High School,2012,5,250
New Mission High School,2016,10,13725.8
New Mission High School,2015,7,37472.31
New Mission High School,2016,4,17409.6
New Mission High School,2012,11,3382.65
New Mission High School,2013,9,564.65
New Mission High School,2015,12,14577.6
New Mission High School,2013,2,10266.75
New Mission High School,2012,2,10037.6
New Mission High School,2015,2,1080
New Mission High School,2012,8,4165.32
New Mission High School,2015,11,18207
New Mission High School,2012,4,17492.6
New Mission High School,2013,5,37360.58
New Mission High School,2013,1,16000.56
New Mission High School,2016,6,18485
New Mission High School,2012,12,12091.2
New Mission High School,2015,5,23010
New Mission High School,2015,4,13854.8
New Mission High School,2015,3,1307.36
New Mission High School,2012,6,19498.27
New Mission High School,2013,8,82785.69
New Mission High School,2016,5,27124.8
New Mission High School,2016,12,11638.8
New Mission High School,2012,10,7737.2
New Mission High School,2017,8,38291.19
New Mission High School,2015,10,35421.12
New Mission High School,2013,11,9356.58
New Mission High School,2015,9,10124.97
New Mission High School,2014,12,15866
New Mission High School,2015,1,2586.55
New Mission High School,2015,8,25122.9
New Mission High School,2012,7,33820.01
New Mission High School,2013,6,19417
New Mission High School,2013,10,3389
New Mission High School,2014,1,3571
Clap Innovation School,2012,9,6520.75
Clap Innovation School,2014,4,10780.3
Clap Innovation School,2013,7,583.8
Clap Innovation School,2016,11,1528.14
Clap Innovation School,2013,3,1868.04
Clap Innovation School,2014,2,1065.19
Clap Innovation School,2014,10,2979.71
Clap Innovation School,2016,1,494.27
Clap Innovation School,2014,11,1686.59
Clap Innovation School,2012,3,749.29
Clap Innovation School,2016,7,5785.15
Clap Innovation School,2013,4,16125.97
Clap Innovation School,2012,1,13934.67
Clap Innovation School,2017,7,5448.01
Clap Innovation School,2015,6,2332.4
Clap Innovation School,2016,2,134.26
Clap Innovation School,2016,3,6340.02
Clap Innovation School,2012,5,9108.23
Clap Innovation School,2016,10,881.41
Clap Innovation School,2015,7,9870.85
Clap Innovation School,2016,4,891.66
Clap Innovation School,2012,11,24849.1
Clap Innovation School,2013,9,14621.51
Clap Innovation School,2015,12,3544.28
Clap Innovation School,2013,2,2925.68
Clap Innovation School,2012,2,6633.74
Clap Innovation School,2015,2,16620.97
Clap Innovation School,2015,11,10805
Clap Innovation School,2012,4,1397.91
Clap Innovation School,2013,5,3185.27
Clap Innovation School,2014,8,211.47
Clap Innovation School,2013,1,15460.23
Clap Innovation School,2016,6,14836.46
Clap Innovation School,2012,12,12691.53
Clap Innovation School,2014,5,1395.52
Clap Innovation School,2015,5,11121.75
Clap Innovation School,2015,4,6399.61
Clap Innovation School,2015,3,3846.31
Clap Innovation School,2012,6,78.9
Clap Innovation School,2013,8,15964.07
Clap Innovation School,2014,7,4677.8
Clap Innovation School,2016,5,2344.36
Clap Innovation School,2016,12,1001.6
Clap Innovation School,2012,10,963.2
Clap Innovation School,2017,8,2969.19
Clap Innovation School,2015,10,1922.44
Clap Innovation School,2016,9,524.44
Clap Innovation School,2013,11,24289.16
Clap Innovation School,2013,12,2404.68
Clap Innovation School,2015,9,512.07
Clap Innovation School,2014,12,2284.18
Clap Innovation School,2014,3,3738.24
Clap Innovation School,2015,1,1439.99
Clap Innovation School,2015,8,324
Clap Innovation School,2012,7,340.05
Clap Innovation School,2013,6,360.26
Clap Innovation School,2014,9,7195.83
Clap Innovation School,2013,10,3209
Clap Innovation School,2014,1,2223.5
TechBoston Academy,2012,9,30480
TechBoston Academy,2014,4,14198.17
TechBoston Academy,2013,7,10279.69
TechBoston Academy,2016,11,27006.72
TechBoston Academy,2013,3,22931.39
TechBoston Academy,2014,2,13207.4
TechBoston Academy,2014,10,9832.11
TechBoston Academy,2016,1,1195.58
TechBoston Academy,2014,11,63416.74
TechBoston Academy,2012,3,15248.85
TechBoston Academy,2016,7,10970.61
TechBoston Academy,2013,4,42655.18
TechBoston Academy,2012,1,43808.35
TechBoston Academy,2017,7,3359.5
TechBoston Academy,2015,6,119233.7
TechBoston Academy,2016,2,1763.7
TechBoston Academy,2016,3,1127.98
TechBoston Academy,2012,5,15884.39
TechBoston Academy,2016,10,27077.96
TechBoston Academy,2015,7,43809.1
TechBoston Academy,2016,4,9515.52
TechBoston Academy,2012,11,33634.31
TechBoston Academy,2013,9,15632.57
